id,year,text,ciarfn,company,ciarfn2
306491,1908,UNITED SOUTH AFRICA ASSOCIATION. LIMITED.,United South Africa Association Limited,UNITED SOUTH AFRICA ASSOCIATION LIMITED,United South Africa Association Limited
710159,1914,"UNITED STATES COBALT ,CQMPANY, LIMITED.",United States Diamlimoitnedd Mining Syndicate,UNITED STATES COBALT CQMPANY LIMITED,United States Cobalt Cqmpany Limited
24269,1887,UNITED STATES GOLD PLACERS. LIMITED.,United States Gold Placers Limited,UNITED STATES GOLD PLACERS LIMITED,United States Gold Placers Limited
79314,1889,UNITED STATES GOLD PLACERS NEW COMPANY,United States Smelting Refining And,UNITED STATES GOLD PLACERS NEW,United States Gold Placers Limited
1154070,1923,UNITED STATES SMEL I ING,United States Smelting Refiuving And,UNITED STATES SMELTING REFINING AND,United States Smelting Refining And Mining Company
644032,1913,UNITED STONE FIRMS. LIMITED.,United Stone Firms Limited,UNITED STONE FIRMS LIMITED,United Stone Firms Limited
1112907,1922,UNITED STEEL COS. LTD,United Sttel Limited,UNITED STEEL COS LIMITED,United Sttel Limited
456852,1911,UNITED r Of TIESri:iMrTEDT Directors.,United Tiesri Imrtedt,UNITED TIESRI IMRTEDT,United Tiesri Imrtedt
710123,1914,"UNITED R. TINiSYNDICATE, LIMITED.",United Tinisyndicate Limited,UNITED TINISYNDICATE LIMITED,United Tin Syndicate Limited
1070758,1921,UNITED TZT ES MTEALTWGTIRTE F IWI NG KND,United Tzt Mtealtwgtirte Iwi Knd,UNITED TZT MTEALTWGTIRTE IWI KND,United Tin Syndicate Limited
330183,1908,UNITED WESTMINSTE RLIM&ITEDW. REXHAM COLLIERIES .,United Westminster Wrexham Collieries Limited,UNITED WESTMINSTE RLIM ITEDW REXHAM,United Westminster Wrexham Collieries Limited
1153893,1923,"UNITEDiDrectoErsXClQUEHLllfiSCaItOIOIRJ, 500 Msha|reNs E£1S25, .LTD. J. Lion, Chairman. | H. P. Glemes. | Major 0. T. Holland. | A. R. Wirgman. Manager in Rhodesia B. G. Derry.",Unitedidr Ersxciquehlirrssciisoioirj Limited,UNITEDIDR ERSXCIQUEHLIRRSSCIISOIOIRJ LIMITED,United Exploration Company Limited
508350,1911,"UNITESeDcretSaTryATaEndS OP COLOMBIA MIMTNG Offices J. Sullivan, 18, Bishopsgate Street Within, E.C. This company was registered March 9th, 1909, to acquire and work mines in",Unitesedc Tryateec Colombia Mimtng,UNITESEDC TRYATEEC COLOMBIA MIMTNG,United Tryateec Colombia Mimtng
757187,1915,"UNITEVDVEXPLORATION COMPANY, LIMITED.",Unitevdvexploration Company Limited,UNITEVDVEXPLORATION COMPANY LIMITED,United Exploration Company Limited
91981,1889,"UNITY GOLD MINING COMPANY, LIMITED.",Unity Gold Mining Company Limited,UNITY GOLD MINING COMPANY LIMITED,Unity Gold Mining Company Limited
330192,1908,"-UNIVERSAL CORPORATION, LIMITED. Directors Qualification, 600 shares P. L. Otter, alternate E. Otter. | W. E. Wim penny.",Universal Development Company Limited,UNIVERSAL CORPORATION LIMITED,Universal Development Company Limited
24301,1887,"UNIVERSAL EXPLORATION COMPANY,",Universal Exploration Company Limited,UNIVERSAL EXPLORATION COMPANY,Universal Exploration Company Limited
178542,1894,"UNIVERSAL MINING ASSOCIATION, LIMITED.",Universal Gold Dredging Company Limited,UNIVERSAL EXPLORATION COMPANY LIMITED,Universal Gold Dredging Company Limited
274447,1903,"UNIVERSAL STEAM COAL COMPANY, LIMITED.",Universal Mining And Enterprises Limited,UNIVERSAL GOLD DREDGING COMPANY LIMITED,Universal Mining And Enterprises Limited
1153654,1923,"UNlON MlNlERE DU HAUT-KATANGA. Directors. J. Judot, President. | R. Williams, Vice-Pm siflem .",Unlon Mlnlere Haut Katanga,UNLON MLNLERE HAUT KATANGA,Unlon Mlnlere Haut Katanga
1112577,1922,"UNlTED AFRICAN EXPLORATIONS. LTD. Directors Qualification, £500 .",Unlted African Explorations Limited,UNLTED AFRICAN EXPLORATIONS LIMITED,United African Explorations Limited
1112604,1922,"UNlTlgD AFRICAN LANDS. LTD. u ectors Qualification, 400 shares . A. H. D. Cochrane, Chairman. I R. W. Cairns. | J. W. Davie.",Unltl African Lands Limited,UNLTL AFRICAN LANDS LIMITED,United African Lands Limited
633701,1913,N UNNEY MINERALS SYNDICATE. LIMITED.,Unney Minerals Syndicate Limited,UNNEY MINERALS SYNDICATE LIMITED,Unney Minerals Syndicate Limited
552257,1912,D UNS EXPLORATION SYNDICATE. LIMITED.,Uns Exploration Syndicate Limited,UNS EXPLORATION SYNDICATE LIMITED,Uns Exploration Syndicate Limited
274464,1903,"UNSAN GOLD MINES, LIMITED.",Unsan Gold Mines Limited,UNSAN GOLD MINES LIMITED,Unsan Gold Mines Limited
757392,1915,"UNSTONE COLLIERY COM PANY, LIMITED.",Unstone Colliery Com Pany Limited,UNSTONE COLLIERY COM PANY LIMITED,Unstone Colliery Company Limited
602091,1913,UNT E DNGOTU I SCTA S I v M I N I NG W PfiOPfiRTlESf LTD.,Unt Dngotu Scta Pfiopfirtfesf Limited,UNT DNGOTU SCTA PFIOPFIRTFESF LIMITED,Unt Dngotu Scta Pfiopfirtfesf Limited
337303,1909,"M UNT LYELL MINING AND RATlWAY CQ7, LTD.",Unt Lyell Mining And Ratlway,UNT LYELL MINING AND RATLWAY,Unt Lyell Mining And Ratlway
418921,1910,UNTfED MINES OF UPPER KATANGA.,Untfed Mines Upper Katanga,UNTFED MINES UPPER KATANGA,Untfed Mines Upper Katanga
362879,1909,"UPLARDS of EAST AFRlCA SYN dicate, limited. Directors.",Uplards East Afrlca Syn,UPLARDS EAST AFRLCA SYN,Uplards East Afrlca Syn
306519,1908,"UPPER ANKOB R A D R EDGING SYN D I C ATE, LI M I TED. Directors.",Upper Ankobra Dredging Syndicate Limited,UPPER ANKOB EDGING SYN ATE,Upper Ankobra Dredging Syndicate Limited
79369,1889,UPPER BUHMAH RUBY EXPLORATION AND TRADING-contd.,Upper Buhmah Ruby Exploration And,UPPER BUHMAH RUBY EXPLORATION AND,Upper Buhmah Ruby Exploration And
79341,1889,UPPER BURMAH RUBY EXPLORATION AND,Upper Burmah Ruby Exploration And,UPPER BURMAH RUBY EXPLORATION AND,Upper Burmah Ruby Exploration And
24312,1887,UPPER PLATTE MINING AND SMELTING,Upper Platte Mining And Smelting,UPPER PLATTE MINING AND SMELTING,Upper Platte Mining And Smelting
92015,1889,"i dwts. to 5 ozs. per too. This calculation is based upon the uniformity of the assays in the deep shaft, which indicates exceptional richness on the whole course of the reef. Calculating the cost of raising and crushing at 5 dwts. per ton, sav £1, and that the average of the stone will yield about I oz. per ton, say 4M 15s., it is estimated that with 20-head stamp battery the property should make a return of say £13,000 par annum. Certain agreements have b vn entered into and also arrangements have been made respect ing the expenses of obtaining subscriptions to the capital and other necessary outlays connected with the formation and floating of the company. These arrangements are not bind ing upon the company, and it is nut considered necessary to give any particulars of them in this prospectus. But to prevent any misunderstanding, applicants for shares must be deemed to have had notice of them, and to have waived compliance with Section 3$ of the Companies Act, I8fl7. UPPER ROODEPOORT GOLD MINING COMPANY, LIMITED. Directors. John Shaw-Kennedy, J.P. | A. Hollinworth. | James Ollerenshaw. I Philip B. Wrey, M.E. Local Director , John Sharpe. | Edward Phillips Wood. Bankers. Barclay, Bevan, Tritton, Ransom, Bouverio, and Co, THE MIXING . UPPER ROODEPOORT GOLD Brokers. Solictors. Auditors. Sir R. W. Canlen and Company. MclJiarmid and Teat her. Monkhouse, Govidard, andC Secretary. Offices. James J. Nolan. 0, Great St. Helen , E.C. This company w&8 registered on the 22nd January, 18H9, for the acquisition af 22 mining claims and a battery stand with convenient water rights in throe Amalgamated blocks on the farm Roodepoort, Witwatersrandt, in the Transvnl Sooth Africa. These claims, each of which i 150 feet by 4 X feet, are held subject to the usual license rents. Thirteen additional claims have since been acquired without extra cost, making a total of 35 in all. The authorised capital s tb 0,000, in shares of £1 each, all of which has b n",Upper Roodepoort Gold Mining Company,UPPER ROODEPOORT GOLD MINING COMPANY,Upper Roodepoort Gold Mining Company
249995,1903,"UPPER WASSAU GOLD MINES, LIMITED.",Upper Wassau Gold Mines Limited,UPPER WASSAU GOLD MINES LIMITED,Upper Wassau Gold Mines Limited
508373,1911,"URAL EXPLORATIONS SYNDICATE, LIMITED. Directors S. Lee; J. H. Corrtner-James ; T. H. Preston. Secretary and Offices Mack & Palmer, 08-7 , Palmerston House, K.C.",Ural Explorations Syndicate Limitfcd,URAL EXPLORATIONS SYNDICATE LIMITED,Ural Explorations Syndicate Limited
330213,1908,URAL GOLD FIELDS Qr WESTERN SIBERIA. LTD.,Ural Gold Fields Western Siberiai,URAL GOLD FIELDS WESTERN SIBERIA,Ural Gold Fields Western Siberiai
644053,1913,URAL EX PLORATIONS SYNDICATE. LIMITED.,Ural Plorations Syndicate Limited,URAL PLORATIONS SYNDICATE LIMITED,Ural Explorations Syndicate Limited
446769,1910,"URAL RAILWAY. NAVIGATION AND MINING CORPORATION, LIMITED.",Ural Railwcaoyr Pornaatiovnlg Ialtimtoitned Intn,URAL RAILWAY NAVIGATION AND MINING,Ural Railwcaoyr Pornaatiovnlg Ialtimtoitned Intn
330221,1908,"preference and 1,400,000 ordinary shares of £1 each ; seven shsres are issued. URAL SYNDICATE.. LIMITED.",Ural Syndicate Limited,URAL SYNDICATE LIMITED,Ural Syndicate Limited
644055,1913,"poudon Wall, E C. URALLA COMPANY. LIMITED.",Uralla Companyi Limited,URALLA COMPANY LIMITED,Uralla Company Limited
644077,1913,URALLA GOLD DREDGING COMPANY. LIMITED.,Uralla Gold Dredging Company Ljmitedt,URALLA GOLD DREDGING COMPANY LIMITED,Uralla Gold Dredging Company Limited
79380,1889,"URANIUM MINES, LIMITED.",Uranium Mines Limited,URANIUM MINES LIMITED,Uranium Mines Limited
569273,1912,"December, 1909. There are £32.958 debn urPB creator February 9th. 1911. SO RTN AM GO-LLtT C .ESSI NS 1 908 TD M PfED.",Urpb Rtn Lltt Essi Pred,URPB RTN LLTT ESSI PRED,Surpre Gold Mining Limited
304972,1908,"S URPr E GOXD M INING COMPANY. LIMITED. Direotors Qualification, £250 . Sir John C. Willoughby, Bart., Chairman. Henry Wilson Fox. LtC.-oCnolsuA.ltiWnegstoEnnJgairnvis, C.M.G., M.V.O. | George R. Saunders. eer Walter Currie, Box 220, Bulawayo. Mine Manager J. N. Normand, Selukwe, Rhodesia. Solicitors Ashurst, Morris, Crisp ft Co. I Auditors Fuller, Wise, Kirby ft Fisher. Bankers National BaDk of Scotland, Ltd.; Standard Bank of South Africa, Ltd., Bulawayo. SecreSteacryretarial Agents Willoughby s Consolidated Co., Limited. and Offices F. W. Longhurst, 6, London Wall Buildings, E.C.",Urpr Goxd Ining Company Limited,URPR GOXD INING COMPANY LIMITED,Urpr Goxd Ining Company Limited
446782,1910,"URUACHIC MINING- AND SMELTING CO., LTD. Directors.",Uruachic Mining And Smelting Limited,URUACHIC MINING AND SMELTING LIMITED,Uruachic Mining And Smelting Limited
508393,1911,"URUGUAY C0N S 0TJDATED G0LD MINES, LTD.",Uruguay Consolidated Gold Mines Limited,URUGUAY CON TJDATED GOLD MINES,Uruguay Consolidated Gold Mines Limited
710293,1914,URUGUAY GOLDEliELDS. LIMITED.,Uruguay Goldelields Limited,URUGUAY GOLDELIELDS LIMITED,Uruguay Goldfields Limited
446807,1910,"URUGUAY GOLDFIELDS. LIMITED. Directors Qualncation, except first, £100 .",Uruguay Goldfields Limited,URUGUAY GOLDFIELDS LIMITED,Uruguay Goldfields Limited
330230,1908,"URUGUAY MINING SYNDICATE, LIMITED.",Uruguay Mining Syndicate Limited,URUGUAY MINING SYNDICATE LIMITED,Uruguay Mining Syndicate Limited
330238,1908,"USAGRE DEVELOPMENT SYNDICATE, LIMITED. Secretary and Offloes J. W, Ilallam, 83, Colmore Row, Birmingham.",Usagre Development Syndicate Limited,USAGRE DEVELOPMENT SYNDICATE LIMITED,Usagre Development Syndicate Limited
330242,1908,"USAGRE QUICKSILVER COMPANY, LIMITED.",Usagre Quicksilver Company Limited,USAGRE QUICKSILVER COMPANY LIMITED,Usagre Quicksilver Company Limited
552248,1912,"USanfters PARR S BANK, LIMITED.",Usan Parr Bank Limited Send,USAN PARR BANK LIMITED SEND,Usan Parr Bank Limited Send
946455,1918,USE our ENQUIRY COUPON.,Use Enquiry Coupon Before Buying,USE ENQUIRY COUPON BEFORE BUYING,Use Enquiry Coupon Before Buying
985235,1919,"USPSASVSKYV COPPER MINE , TTD.",Uspsasvskyv Copper Mine Ttd,USPSASVSKYV COPPER MINE TTD,Uspsasvskyv Copper Mine Ttd
337292,1909,A USTHA L ASIAN COMPA NIES.,Ustha Asian Compa Nies Mount,USTHA ASIAN COMPA NIES MOUNT,Ustha Asian Compa Nies Mount
92046,1889,"USUTU CONCESSION, LIMITED.",Usutu Concession Limited,USUTU CONCESSION LIMITED,Usutu Concession Limited
949903,1918,UTAH APE X MINING CO. Directors.,Utah Ape Mining,UTAH APE MINING,Utah Apex Mining Company
824834,1916,UTAH APEX,Utah Apex Company Ctots,UTAH APEX COMPANY CTOTS,Utah Apex Mining Company
824845,1916,UTAH APEX MINING- -,Utah Apex Mining Company,UTAH APEX COMPANY CTOTS,Utah Apex Mining Company
570716,1912,UTAH APEX MINING,Utah Apex Mtning Companyt,UTAH APEX MINING COMPANY,Utah Apex Mining Company
330275,1908,UTAH BINGH AM N1LNING COMPANY.,Utah Bingham Mining Company,UTAH BINGH NILNING COMPANY,Utah Bingham Mining Company
988179,1919,UTAH CONSOITJIDATED MINING CO. irectors.,Utah Consolidated Mining Company,UTAH CONSOITJIDATED MINING,Utah Consolidated Mining Company
824923,1916,UTAH COPDPireEcRtors.COMPANY.,Utah Copdpir Company,UTAH COPDPIR COMPANY,Utah Copper Company
508533,1911,UTAH COPPER COMPANY.,Utah Copper Company,UTAH COPPER COMPANY,Utah Copper Company
480751,1911,"UDI DEVELOPMENT SYNDICATE, LIMITED.",Utah Development Company,UDI DEVELOPMENT SYNDICATE LIMITED,Utah Development Company
387179,1909,"UTAH DEWTOPMENT COMPANY. Offloes 36, Exchange Street, Portland, Maine, U.S.A. Tins company was incorporated June 28th, 1904, under the laws of the State of Maine, U.8.A., and oontrols 10 mining claims in West Mountain mining district of Utah, U.S.A. The ore contains gold, silver, copper, lead and iron. This company is being absorbed by the North Utah Mining Company. The authorised capital is $3,000,000, in 600,000 fully-paid shares of $5 each. The balance-sheet for year ended Juno 21st, 1907, submitted in Boston, U.8. A., showed cash on hand $1,966, stock issued as security on loan $300,000, stock of New .Red Wing Mining Co. $2,057,688, treasury stock $648,262, Boston expenses including interest $12,638 ; capital stook $300,000, notes payable $20,548. Transfers by endorsement, no fee. February 16th, 1906, was appointed settling day in London in 600,000 shares in certificates of not more than 10 shores each. UTAH EXTENSION COPPER MINING COMPANY.",Utah Dewtopment Company Utah Extension,UTAH DEWTOPMENT COMPANY UTAH EXTENSION,Utah Dewtopment Company Utah Extension
330324,1908,UTAH D EVELO PMEN T COM PANY.,Utah Evelo Pmen Com Pany,UTAH EVELO PMEN COM PANY,Utah Evelo Pmen Company
330345,1908,UTAH EXTENSION COPPER MINING COMP NYT- Directors.,Utah Extension Copper Mining Company,UTAH EXTENSION COPPER MINING COMP,Utah Extension Copper Mining Company
824869,1916,UTAH consol IDATED MINING COMPANY.,Utah Idated Mining Company,UTAH IDATED MINING COMPANY,Utah Consolidated Mining Company
446109,1910,Hrb uTDQDI NIZAM S,Utdqdi Nizam Gold Mines Ited,UTDQDI NIZAM GOLD MINES ITED,Utdqdi Nizam Gold Mines Limited
114761,1891,"UTE AND ULAY MINES, LIMITED.",Ute And Ulay Mines Limited,UTE AND ULAY MINES LIMITED,Ute And Ulay Mines Limited
757536,1915,"UTE EXPLORATION, LIMITED.",Ute Exploration Limited,UTE EXPLORATION LIMITED,Ute Exploration Limited
1067034,1921,SO UTH AFRICAN NITRA I E -,Uth African Nitra,UTH AFRICAN NITRA,Uth African Nitrate
1109103,1922,so UTH Ali-moan NIT RATE,Uth Nit Rate,UTH NIT RATE,Uth African Nitrate
385399,1909,UTH ORrfWAUTTl IN MIN ES. LI M ITED.,Uth Orrfwauttr Min Ited,UTH ORRFWAUTTR MIN ITED,Uth Orrfwauttr Min Limited
600024,1913,S UTHERLAND;QOLD WMINESfUli TITED.,Utherland Qold Wminesful Tited,UTHERLAND QOLD WMINESFUL TITED,Sutherland Gold Mines Limited
418866,1910,"UTJiTED IVY REEF GOLD MINING COMPANY, LTD.",Utjited Ivy Reef Gold Mining,UTJITED IVY REEF GOLD MINING,Utjited Ivy Reef Gold Mining
542368,1912,"committee. UTREC HT COLLIE RIEST LIMITED: Directors Qualification, UK shares .",Utrec Collie Riest Limited,UTREC COLLIE RIEST LIMITED,Utrec Collie Riest Limited
418997,1910,"UTRECHT COLLIERIES, LIMITED.",Utrecht Collieries Limited,UTRECHT COLLIERIES LIMITED,Utrecht Collieries Limited
602202,1913,UTRECHT QQLL.IEHIESJ LIMITED.,Utrecht Qqll Iehiesj Limited,UTRECHT QQLL IEHIESJ LIMITED,Utrecht Qqll Iehiesj Limited
569289,1912,S UTTON M ANO R COLLIERIES. LI MITELT.,Utton Ano Collieries Mitelt,UTTON ANO COLLIERIES MITELT,Utton Ano Collieries Mitelt
507069,1911,S UTTON MANO R CO LLf ER I ES. Ll MITE DT,Utton Mano Llf Mite,UTTON MANO LLF MITE,Utton Mano Llf Mite
91252,1889,UTXIXfl MASVAL. C09,Utxixfl Masval Swanzy Estates And,UTXIXFL MASVAL SWANZY ESTATES AND,Utxixfl Masval Swanzy Estates And
224324,1895,VAA1 BIVER DIAMOND,Vaa Biver Diamond,VAA BIVER DIAMOND,Vaa Biver Diamond
481207,1911,VAA LTAlLU V I A LTdTGGE RSTlJ M 1TE DT,Vaa Ltallu Ltltgge Rstlj,VAA LTALLU LTLTGGE RSTLJ,Vaa Ltallu Ltltgge Rstlj
306542,1908,"VAAIjoLc-aHlARBepTresBenIVtaEtiHveS TD. IBAawMdOenN, DMarkePtRSOtrSeePtE, CKiTmIbNeGrle y, CcaopnetCinouloenyd.. Secretary and Offices E. J. Townsend, 62, Queen Victoria Street, E.C.",Vaaijol Ahlarbjot Balivjoe Ibajom Dmjo,VAAIJOL AHLARBJOT BALIVJOE IBAJOM DMJO,Vaaijol Ahlarbjot Balivjoe Ibajom Dmjo
306530,1908,"VAAL ALLUVIAL DIGGERS, LIMITED.",Vaal Alluvial Diggers Limited,VAAL ALLUVIAL DIGGERS LIMITED,Vaal Alluvial Diggers Limited
419028,1910,VAAL DIAMO NCFfRiBUTORS. LIMITED.,Vaal Diamo Ncffributors Limited,VAAL DIAMO NCFFRIBUTORS LIMITED,Vaal Diamo Ncffributors Limited
362120,1909,"debtors £48 ; creditors £9. Transfer form, common ; fee, 2s. 6d. TR AN S VAAL GOLD FIELDS. LIMITED.",Vaal Gold Fields Limited,VAAL GOLD FIELDS LIMITED,Vaal Gold Fields Limited
542397,1912,VAAL HABT RIVERS,Vaal Habt Rivers,VAAL HABT RIVERS,Vaal Habt Rivers
362900,1909,VAAL-HART RIVERS AMOND Pr SPECTING,Vaal Hart Rsivynedricsa Tde Ialmimoitnedd,VAAL HART RIVERS AMOND SPECTING,Vaal River Diamond Company Limited
126611,1891,VAAL KIVEK DIAMOND,Vaal Kivek Diamond,VAAL KIVEK DIAMOND,Vaal River Diamond Company Limited
542424,1912,"creditors £5, calls paid in advance £1,732. Transfer form, common ; fee, 2s. 6d. VAAL FJ V ER l3Q LD F I E LPS, LIMTtedT",Vaal Lps Limtte,VAAL LPS LIMTTE,Vaal Lps Limtte
306534,1908,"VAAL PrAMONTT TRIBUTORS, PmTTEDT Direotors Qualification, £100 . Sir F. FranklanSd,ecBreartta. ry| aHnudgh Walters. | J. O. De Prangcr. | Capt. H. Philps Tuckev. Offloes A. M. Fletcher, 62, Loudon Wall, E.C.",Vaal Pramontt Tributors Prttedt,VAAL PRAMONTT TRIBUTORS PRTTEDT,Vaal Pramontt Tributors Prttedt
92055,1889,"VAAL RIVER DIAMOND COMPANY, LIMITED.",Vaal River Diamond Company Limited,VAAL RIVER DIAMOND COMPANY LIMITED,Vaal River Diamond Company Limited
896933,1917,"VAAL RIVER GOLD ESTATES, LIMITED.",Vaal River Diamond Company Limitedtdir,VAAL RIVER DIAMOND COMPANY LIMITED,Vaal River Diamond Company Limited
58163,1888,"VAAL RIVER GOLD MINING COMPANY, LIMITED.",Vaal River Diamond Mining Company,VAAL RIVER DIAMOND MINING COMPANY,Vaal River Diamond Company Limited
92123,1889,"VAAL RIVER GOLD MINING COMPANY, LIMITED.",Vaal River Droogveld Diamonds Limited,VAAL RIVER DIAMOND MINING COMPANY,Vaal River Diamond Company Limited
824996,1916,"VAAL RIVER GOLD ESTATES, LIMITED,",Vaal River Gold Estates Limited,VAAL RIVER GOLD ESTATES LIMITED,Vaal River Gold Estates Limited
757601,1915,VAAL RIVER GOLD FIELDS,Vaal River Gveld Diamonds Limited,VAAL RIVER GOLD FIELDSI LIMITED,Vaal River Gold Estates Limited
481254,1911,"VAAL RIVER GOL FIEL STTJMITlTa Directors C. A. V. Conybeare, Chairman. | J. H. Rait. | W. N. Morrison. London Bankers London, City and Midland Bank, Ltd. Secretary and Offices-C. J. Avery, 52, New Broad Street, E.C.",Vaal River Minerals Syndidate Limited,VAAL RIVER GVELD DIAMONDS LIMITED,Vaal River Gold Estates Limited
362945,1909,"VAAL R I V E R D ROOGV E LD DIAMONDS, LT MITE D .",Vaal Roogv Diamonds Mite,VAAL ROOGV DIAMONDS MITE,Vaal Roogv Diamonds Mite
362958,1909,VAAL RTVER GOLD fTELDST LIMITED. -,Vaal Rtver Gold Fteldst Limited,VAAL RTVER GOLD FTELDST LIMITED,Vaal River Gold Estates Limited
602285,1913,VAAL SYNDICATE. LIMITED.,Vaal Syndicate Limited,VAAL SYNDICATE LIMITED,Vaal Syndicate Limited
306551,1908,"VAAL R VEJ DlAM W J PANY, LI M ITED.",Vaal Vej Dlam Pany Ited,VAAL VEJ DLAM PANY ITED,Vaal River Gold Estates Limited
481293,1911,"VAALBANK COAL COMPANY, LI M ITED.",Vaalbank Coal Company Limited,VAALBANK COAL COMPANY ITED,Vaalbank Transvaal Colliery Limited
988286,1919,"VAAl BANK TRANSVAAL COLLIERY, LTD. Directors Qualification, £100, excepn first . R. W. Mitchell, Chairman.",Vaalbank Transvaal Colliery Limited,VAAL BANK TRANSVAAL COLLIERY LIMITED,Vaalbank Transvaal Colliery Limited
671631,1914,VAALDQIVERDWTIELlSÃƒÆ Ã Â I LIMITEDI M,Vaaldqiverdwtiellsã Æ Ã Â Limited,VAALDQIVERDWTIELLSÃ Æ Ã Â LIMITED,Vaal River Gold Estates Limited
92131,1889,"VAALTON SYNDICATE, LIMITED.",Vaalton Syndicate Limited,VAALTON SYNDICATE LIMITED,Vaalton Syndicate Limited
508580,1911,"VAGLIANO ANTHRACITE COLLIERIES, LI M ITED.",Vagliano Anthracite Collieries Limited,VAGLIANO ANTHRACITE COLLIERIES ITED,Vagliano Anthracite Collieries Limited
147594,1893,"VAL D AOSTA SYNDICATE, LIMITED.",Val Aosta Syndicate Limited,VAL AOSTA SYNDICATE LIMITED,Val Aosta Syndicate Limited
50234,1888,"VAL D ELSA COPPER COMPANY, LIMITED.",Val Elsa Copper Company Limited,VAL ELSA COPPER COMPANY LIMITED,Val Elsa Copper Company Limited
330367,1908,"VAL DE FLO RES TTN MINING SYNDICATE, LTD.",Val Flores Tin Mining Syndicate,VAL FLO RES TTN MINING,Val Flores Tin Mining Syndicate
387213,1909,"VALDEORROS GOLD MINING COMPANY, LIMITED.",Valdeorros Goldumining Company Limited,VALDEORROS GOLD MINING COMPANY LIMITED,Valdeorros Goldumining Company Limited
1113145,1922,"VALE OF N EATH COLLIERY CO-. LTD Directors Qualification, £5,000 H. 8. Berry, J.P.; Sir I . R. Llewellyn, Bart. Consulting Engine er Capt. M. H. Llewellyn. Mine Manager R. Howells. I Mine Omce Aberpsrgwm Colliery Omoes, Glyn, Neath. Secretary and Omoes G. Grifllths, Mneszwyn, Glyn, Neath, Glam. Phone : 14 Glyn, Neath.",Vale Eath Colliery Limited,VALE EATH COLLIERY LIMITED,Vale Eath Colliery Limited
1113147,1922,VALE OF NEATH COLLIERY,Vale Neath Colliery Limited,VALE NEATH COLLIERY,Vale Neath Colliery Limited
1113156,1922,"VALE QUARRIES CO., LTD. Permanent Directors.",Vale Quarries Limited,VALE QUARRIES LIMITED,Vale Quarries Limited
508618,1911,"Transfe r form, common ; fee, 2s. 6d. VALENC :l AN ATSYND ICXTEr LTtvTTTEDT",Valenc Atsyndicate Icxter Ltrvtttedt,VALENC ATSYNDICATE ICXTER LTRVTTTEDT,Valenc Atsyndicate Icxter Ltrvtttedt
330374,1908,"VALENCIANA SYNDICATE, LIMITED.",Valenciana Syndicate Limited,VALENCIANA SYNDICATE LIMITED,Valenciana Syndicate Limited
644332,1913,VALLE DE MILHO COMPANY. LIMITED.,Valle Milho Company Limited,VALLE MILHO COMPANY LIMITED,Valle Milho Company Limited
757626,1915,VALLEY COAL BORING SYNDICATE. LIMITED.,Valley Coal Eoring Syndicate Limited,VALLEY COAL BORING SYNDICATE LIMITED,Valley Coal Eoring Syndicate Limited
24322,1887,"VALLEY GOLD COMPANY, LIMITED.",Valley Gold Company Limited,VALLEY GOLD COMPANY LIMITED,Valley Gold Company Limited
114826,1891,VALLEY GOLD COMPANY,Valley Gold Limited,VALLEY GOLD LIMITED,Valley Gold Limited
757635,1915,"VALLEY PROSPECTI NG wSYN moire . LIMITED. Directors J. E. Booth; A. D. Owen. Ofllces Capol House, New Broad Street, E.C.",Valley Prospecti Wsyn Limited,VALLEY PROSPECTI WSYN LIMITED,Valley Prospecti Wsyn Limited
447029,1910,VALLONGC7 ANTIMON Y COM TpaNy7 LI M ITED.,Vallongo Antimony Company Limited,VALLONGC ANTIMON COM ITED,Vallongo Antimony Company Limited
542459,1912,VAlsT DYK PROPRIETARY MINES. LIMITED.,Valst Dyk Proprietary Mines Limited,VALST DYK PROPRIETARY MINES LIMITED,Valst Dyk Proprietary Mines Limited
447017,1910,"Transfer form, common ; fee, 2s. 6d. VAlT15rr r RYs fj SYNDICATE, LTD.",Valt Ryl Syndicate Limited,VALT RYL SYNDICATE LIMITED,Valt Ryl Syndicate Limited
330396,1908,"VALTARO COPPER MINES, LI M ITED.",Valtaro Copper Mines Limited,VALTARO COPPER MINES ITED,Valtaro Copper Mines Limited
363111,1909,VAN BIN GOLD,Van Bin Gold,VAN BIN GOLD,Van Byn Gold Mines
508642,1911,VAN BOI MININCr,Van Boi Minincr,VAN BOI MININCR,Van Byn Gold Mines
419179,1910,VAN BTN DEEP,Van Btn Deep,VAN BTN DEEP,Van Byn Gold Mines
363050,1909,VAN BYN DEEP,Van Byn Deep,VAN BYN DEEP,Van Byn Gold Mines
988483,1919,VAN BYN GOLD MINES,Van Byn Gold Minest,VAN BYN GOLD MINES,Van Byn Gold Mines
419233,1910,VAN BYN O-OLD .,Van Byn Old,VAN BYN OLD,Van Byn Gold Mines
710415,1914,", VAN EM DEN DUTCH GUIANA GOLD MINES,",Van Den Dutch Guiana Gold,VAN DEN DUTCH GUIANA GOLD,Van Den Dutch Guiana Gold
58178,1888,"VAN DER VEN GOLD MINING COMPANY, LIMITED.",Van Der Ven Gold Mining,VAN DER VEN GOLD MINING,Van Der Ven Gold Mining
24370,1887,"VAN DIEMEN S LAND MINERALS CO.,",Van Diemen Land Minerals Company,VAN DIEMEN LAND MINERALS,Van Diemen Land Minerals Company
306599,1908,"VAN DTK PROPRIETABY Berlin Committee,",Van Dtk Proprietaby,VAN DTK PROPRIETABY,Van Dyk Proprietary Mines Limited
