Column,id,year,text,company,ciarfn
14705,145665,1893,"SILVER LEDGE 1892 , LIMITED.",SILVER LEDGE LIMITED,Silver Ledge Limited
14706,113022,1891,"SILVER MINES OF LA LUZ, LIMITED.",SILVER MINES LUZ LIMITED,Silver Mines Luz Limited
14707,21710,1887,SILVER MOUNTAIN MINES COMPANY OF,SILVER MOUNTAIN MINES COMPANY PORT,Silver Mountain Mines Company Port
14708,47789,1888,"That it havinK l en proved to the satisfaction of the company, that the Silver Qnceti . 379 SILVER QJJEEN TTNI TED United Limited , cannot, hy reason of its liabilities, continue its business, it is advisnblo to wind up the same. That Messrs. J. E. Leveson-Gower, of Bill Hill, Wokingham, in the t onnty of Berkshire,",SILVER QJJEEN TTNI TED,Silver Qjjeen Ttni Ted
14709,21727,1887,"SILVER QUEEN UNITED, LIMITED.",SILVER QUEEN UNITED LIMITED,Silver Queen United Limited
14710,145698,1893,"Mailed capital, £11,604 10s. The transfer form used is common and the fee 2s. 6d. per deed. Latest price fully paid , Is. 6d., 2s. SILVER STREAM, LIMITED. Secretary. Offices. W. A. Bennett. 53 and 51, Chancery Lane, E.0. This company was registered on the 13th April, 1891, to acquire certain property 358 THE MINING MAM AL. SILVER STREAM known as the Silver Stream Lead Mines, situate in the parish of Goginao, Cardigan, and to generally carry on mining operations. The authorised capital is £32,000, in 8 000 shares of £4 each. SILVER WOLVERINE, LIMITED. Liquidator. The Official Receiver, 33, Carey Street, Lincoln s Inn, W.C. This company was registered on the 19th October, 1888, with a capital of £100,000, in £1 shares, to acquire the Wolverine Silver Mine, district of Thunder Bar, Ontario, Canada. 80,000 shares were offered for subscription in October, 1888, and 9,695 were subscribed and allotted. The consideration for the property was £60,000, pay bir £1,230 in cash and £58,770 in fully-paid shares. The company is now being wound up. in accordance with an order made e-n the 6th June, 1891. SILVERLEDGE SYNDICATE, LIMITED. Liquidator. Offices. William Parker Owen. 3, 4, and 5, Queen Street, K.C. This syndicate was registered on the 27th August, 1890, with a capital of £15,000. in £1 shares of which 7,500 were preferred and 7,500 ordinary shares , to acquire six lode mining claims, situate in Red Mountain district. San Jam, Colorado, U.S.A. Mortgage debentures to the amount of £5,000 were issnei bearing 10 per cent, interest. The syndicate is now being wound up, in accordance with resolutions passed on the 12th March, 1892. All claims should have been sent in by the Uib December, 1892. SILVERTON BROKEN HILL MINING COMPANY, LIMITED. Directors. Charlton AVollastoii, Chairman. | Hermnn Hendricks. | Thuums Adair Ma.-ev, F.G 8 Mining Manager. Secretary. Offices. Fivnsh. L. Broke Willoiurhuy. 101, Lcadenliall Street,K. 1 This company was registered ou the 5th September, 1891, to acquire a silvd and lead mining claim of about 40 acres, comprising Association Block No. S and the measured portion of No. 14, in the parish of Stephen, Barrier Ranizw New South Wales, held under lease from the Government for 19 years from IS1 and renewable for a further 20 years. The authorised capital is £150,000, in 150,000 shares of £1 each, of whici 22,507 have been issued credited as fully paid. The consideration for the propers was £125,000, payable in fully-paid shares. SILVERTON MINES, LIMITED. Liquidator. Offices. Joseph G. Seacome. Da hwood House, K.1",SILVER STREAM LIMITED THE MINING,Silver Stream Limited The Mining
14711,639980,1913,SILVER TIP MINING AND POWER CO.. LTD.,SILVER TIP MINING AND POWER,Silver Tip Mining And Power
14712,1024491,1920,SILVER VALLEY. LTD.,SILVER VALLEY LIMITED,Silver Valley Mines Limited
14713,77269,1889,"SILVER WOLVERINE, LIMITED.",SILVER WOLVERINE LIMITED,Silver Wolverine Limited
14714,888578,1917,"SILVERDTirOecNtors MQuIaNlifiEcaStio,n, £L20I0M . ITED.",SILVERDTIRO MQIIRN IOM ITED,Silverdtiro Mqiirn Iom Ited
14715,505945,1911,"including vendors . There are £1,500 debentures. SILVERFIELDS MINING COMPANY, LIMITED.",SILVERFIELDS MINING COMPANY LIMITED,Silverfields Mining Company Limited
14716,113094,1891,"SILVERLEDGE SYNDICATE, LIMITED,",SILVERLEDGE SYNDICATE LIMITED,Silverledge Syndicate Limited
14717,208253,1895,"is company was registered on the 29th April, 1892, to acquire mines and Dining rights in the United States of America. The authorised capital is 15.000, in 15,000 shares of £1 each. Transfer form, common; fee, 2s. 6d. per deed. SILVERTON BROKEN HILL MINING COMPANY, LIMITED. Directors. ariton WoUaston, Chairman, | W. Lomas. | W. Powis. | H. St. J. Wileman. | O. P.Tavenor. Secretary. Offices. W. p. Owen. 3-6, Queen Street, E.C. This company was registered on the 5th September, 1891, to acquire a silver ia& lead mining claim of about 40 acres, comprising Association Block No. 25 376 . SILVEBTON BROKEN HILL",SILVERTON BROKEN HILL MINING COMPANY,Silverton Broken Hill Mining Company
14718,752101,1915,"SILVERTON MINES, LIM ITED. Directors Qualification, £200 .",SILVERTON MINES LIM ITED,Silverton Mines Limited
14719,668227,1914,SIM SYNDICATE. LIMITED.,SIM SYNDICATE LIMITED,Sim Syndicate Limited
14720,598423,1913,SIMHEB AND JACK PROPRIETARY,SIMHEB AND JACK PROPRIETARY,Simheb And Jack Proprietary
14721,668231,1914,"SIMME R AND dADKiEiBOPRIEIKÃƒÆ Ã Â YV MlN E sTCI W755. , Directors. F. D. 1 J..Chnnlln, M.L.A., Chairman. I I . Christonhcrson. Vino-Chairman. Durham. | W. Hume. I Major ll. L. Sapto.",SIMME AND DADKIEDBOPRIEIKÃ Æ Ã,Simme And Dadkiedboprieikã Æ Ã
14722,415520,1910,SIMMEB AND JACK,SIMMEB AND JACK,Simmeb And Jack
14723,752199,1915,SIMMEB AN D JACK PROPRIETARY,SIMMEB JACK PROPRIETARY,Simmeb Jack Proprietary
14724,415454,1910,SIMMEK AND JACK.,SIMMEK AND JACK,Simmek And Jack Pbopbietary
14725,668320,1914,SIMMEP DEEP. UMITED.,SIMMEP DEEP UMITED,Simmep Deep Umited
14726,477891,1911,"SIMMER AND JACHCEAST, LIMITED.",SIMMER AND JACHCEAST LIMITED,Simmer And Jack East Limited
14727,477977,1911,SIMMER AND JACK,SIMMER AND JACHCEAST LIMITED,Simmer And Jack East Limited
14728,222251,1895,SIMMER AND JACK GOLD-coatinued.,SIMMER AND JACK GOLD,Simmer And Jack Gold Mining
14729,241774,1895,SIMMER AND JACK GOLD-coatinued.,SIMMER AND JACK GOLD,Simmer And Jack Gold Mining
14730,241676,1895,SIMMER AND JACK GOLD MINING COMPANY.,SIMMER AND JACK GOLD MINING,Simmer And Jack Proprietary Mines
14731,1149635,1923,SIMMER AND JACK PROPRIETARY,SIMMER AND JACK PROPRIETARY MINES,Simmer And Jack Proprietary Mines
14732,888780,1917,SIMMER AND JACK BROPRIETA BY,SIMMER AND JACK PRSFRETARY MINES,Simmer And Jack Roprietary Mines
14733,598393,1913,"SIMMER ANQ JACK EAST, LIMITED. London A. ante Consolidated Gold Fields of South Africa, Limited. 0 ces B, Old Jewry, EL . Phcne : 429 Bank.",SIMMER ANQ JACK EAST LIMITED,Simmer Anq Jack East Limited
14734,415623,1910,"SIMMER £AST DEEP, LIMITED.",SIMMER AST DEEP LIMITED,Simmer East Deep Limited
14735,539162,1912,SIMMER BAST DEEP,SIMMER BAST DEEP,Simmer Bast Deep
14736,303725,1908,"SIMMER DEEP, JJMITED.",SIMMER DEEP JJMITED,Simmer Deep Limited Mqaipi
14737,303783,1908,"SIMMER EAST DEEP, LIMITED.",SIMMER EAST DEEP LIMITED,Simmer East Deep Limited
14738,1108466,1922,SIMMER AN D JACK PmOPuIETARY,SIMMER JACK PMOPUIETARY,Simmer Jack Proprietary
14739,598398,1913,"SIMMER KNDUACKBROPRIEIARY VMINES, LlMlTElT.",SIMMER KNDUACKBROPRIEIARY VMINES LLMLTELT,Simmer Knduackbroprieiary Vmines Llmltelt
14740,415642,1910,SIMMERS GOLD MINES. LIMITED.,SIMMERS GOLD MINES LIMITED,Simmers Gold Mines Limited
14741,752322,1915,"SIMOONA BANKET SYNDICATE, LIMITED.",SIMOONA BANKET SYNDICATE LIMITED,Simoona Banket Syndicate Limited
14742,303800,1908,"SIMOONA DEVELOPMENT COMPANY, LIMITED.",SIMOONA DEVELOPMENT COMPANY LIMITED,Simoona Development Company Limited
14743,1066462,1921,"SIMPA REEFS. LTD. Directors W. H. Brown; J. R.,Campbell; A. F. Houlder. Secretary and Oflices S. V. Wood, 20, Buckle rsbnry, E.C.4.",SIMPA REEFS LIMITED,Simpa Reefsi Limited
14744,249541,1903,SIMPAH TARKWA GOLD MINING SYNDICATE.,SIMPAH TARKWA GOLD MINING SYNDICATE,Simpah Tarkwa Gold Mining Syndicate
14745,444238,1910,"SIMSKI SYNDICATE, LIMITED.",SIMSKI SYNDICATE LIMITED,Simski Syndicate Limited
14746,984031,1919,"SINAI MINING CO., LTD. Directors Qualification, £100 .",SINAI MINING LIMITED,Sinai Mining Limited Aries
14747,47823,1888,"SINALOA MINING SYNDICATE, LIMITED.",SINALOA MINING SYNDICATE LIMITED,Sinaloa Mining Syndicate Limited
14748,272057,1903,SINALOA SYNDICATE; LIMITED.,SINALOA SYNDICATE LIMITED,San Luis Syndicate Limited
14749,1108530,1922,"SINGAREN COLLIERIES CO.. LTD. , Oonnultia , era-Per n and Marshall.",SINGAREN COLLIERIES LIMITED,Singaren Collieries Limited
14750,1149747,1923,"SINGARENI COLLIERIES CO., LTD. Consulting Engineers 1 . & W. Morgans. I Manager G. Phillips.",SINGARENI COLLIERIES LIMITED,Singaren Collieries Limited
14751,810971,1916,"SINGLE COPIES, PRICE SIXPENCE.",SINGLE COPIES PRICE SIXPENCE IIIHE,Single Copies Price Sixpence Mining
14752,1066511,1921,"SINGLE ROSE CLAY CO., LTD. Directors.",SINGLE ROSE CLAY LIMITED,Single Rosi Clay Limited
14753,598612,1913,"SINTI REE FS LIMITED. Directors Qualification, 100 shares .",SINTI REE LIMITED,Sinti Ree Limited
14754,415746,1910,"SINTI REEFS, LIMITED.",SINTI REEFS LIMITED,Sinti Reefs Limited
14755,706528,1914,SIPU I EH TIN MINES,SIPU TIN MINES,Sipu Tin Mines
14756,444242,1910,SIPUTEH TIN MINES7 LIMITED.,SIPUTEH TIN MINES LIMITED,Siputeh Tin Mines Limited
14757,536065,1912,HO.V. SIR CHA8. W. FREMANTLK. K.l .B,SIR CHA FREMANTLK HON SIR,Sir Cha Fremantlk Hon Sir
14758,811501,1916,"SIR DAvi D M. BARB ou R, K.C.S.I., K.C.M.G.",SIR DAVI BARB CAPE PROVINCE,Sir Davi Barb Cape Province
14759,882900,1917,"SIR DAVID M. BARB ou R, K.C.S.I., K.C.M.G.",SIR DAVID BARB ERT CKINSO,Sir David Barb Ert Ckinso
14760,927524,1918,"LA SIRENA GOLD MINING CO. , LTD.",SIRENA GOLD MINING LIMITED,Sirena Gold Mining Limited
14761,640065,1913,SIS S E RfTOMPATN TTM ITED.,SIS RFTOMPATN TTM ITED,Sis Rftompatn Ttm Ited
14762,478425,1911,"ThSisOUTH AFRICAN GOLD company was registered in the Transvaal September 4th, 1897, and has",SISOUTH AFRICAN GOLD,Sisouth African Gold
14763,706548,1914,"SISSERT COMPANY, LIMITED.",SISSERT COMPANY LIMITED,Sissert Company Limited
14764,506342,1911,"LaSteOstUpTricHe,-E1 A, S1T . rTRN COA jJ I E LTD.",SIT RTRN COA LIMITED,Sit Rtrn Coa Limited
14765,1066583,1921,"SITKA CORPN., LTD Registered May",SITKA CORPN LIMITED,Sitka Corporation Limited
14766,983804,1919,SIVBVERIAVN r5RoP R|E TAR Y,SIVBVERIAVN TAR MINEISI LIMITED,Sivbveriavn Tar Mineisi Limited
14767,124661,1891,SIX ATI RIVER GOLD .,SIX ATI RIVER GOLD,Six Ati River Gold
14768,944365,1918,SIYMMER AND JACK 13R PRIETARY MINES. LTD.,SIYMMER AND JACK PRIETARY MINES,Simmer And Jack Proprietary Mines
14769,124726,1891,"SJALAT GOLD MINES, LIMITED.",SJALAT GOLD MINES LIMITED,Sjalat Gold Mines Limited
14770,157765,1893,"SJALATI GOLD MINES, LIMITED.",SJALATI GOLD MINES LIMITED,Sjalat Gold Mines Limited
14771,444277,1910,"SKEENA DEVELOPMENT SvNDICATE. LIMITED. Secretary Directors H. Burke: T. C. Aveling. and Offices G. F. Seddon, 46, Gresham Street, E.C. This company was registered August 10th, 1900, to acquire about 1,920 acres of",SKEENA DEVELOPMENT SVNDICATE LIMITED,Skeena Development Syndicate Limited
14772,272077,1903,SKELA ROUMANIAN COAL SiYNDI CATEI LIMITED.,SKELA ROUMANIAN COAL SIYNDI CATEI,Skela Roumanian Coal Syndicate Limited
14773,568130,1912,SKEWEfiT WEKN AVON COI.LIEKT.,SKEWEFIT WEKN AVON COI LIEKT,Skewefit Wekn Avon Coi Liekt
14774,1024842,1920,"Latest priceli17s. 3d. SKEWEN WERN LTD. AVON COLLIERY CO., .",SKEWEN WERN LIMITED AVON COLLIERY,Skewen Wern Limited Avon Colliery
14775,208262,1895,"SKINNER AND HOLFORD, LIMITED.",SKINNER AND HOLFORD LIMITED,Skinner And Holford Limited
14776,585181,1913,"SKINNER, ll-lZ, CLEMENTS LANE, E.C.",SKINNER CLEMENTS LANE,Skinner Clements Lane
14777,1119197,1923,SKINNER PATENT ROASTINO FURNACES.,SKINNER PATENT ROASTINO FURNACES ROTARY,Skinner Patent Roastino Furnaces Rotary
14778,47841,1888,"SKYTMYR COPPER MINES, LIMITED.",SKYTMYR COPPER MINES LIMITED,Skytmyr Copper Mines Limited
14779,704419,1914,"lQgÃƒÆ Ã Â sLAND-KOOTENAYVIMINING COMPANY, LIMITED. Director;",SLAND KOOTENAYVIMINING COMPANY LIMITED,Sland Kootenayvimining Company Limited
14780,208272,1895,"SLATE CREEK GRAVEL GOLD COMPANY, LIMITED.",SLATE CREEK GRAVEL GOLD COMPANY,Slate Creek Gravel Gold Company
14781,385107,1909,"SlERRA M ADRE. EXPLORATION. LIMITED Directors Qualification, £SS0 jTk. PoWIPk, Chairman ; Oscar Borer .",SLERRA ADRE EXPLORATION LIMITED PLWIPK,Slerra Adre Exploration Limited Plwipk
14782,21762,1887,"SLIDE AND SPUR GOLD MINES,",SLIDE AND SPUR GOLD MINES,Slide And Spur Gold Mines
14783,889126,1917,"sLIEVE DoNARD GREY GRANITE QUARRIES, LTD. Directors Qualification, 50 shares -J. Gordon; A. Robinson. -",SLIEVE DSNARD GREY GRANITE QUARRIES,Slieve Dsnard Grey Granite Quarries
14784,752461,1915,"SLIGO BARYTES COMPANY. LIMITED. Directors Qualification, 100 shares .",SLIGO BARYTES COMPANY LIMITED,Sligo Barytes Company Limited
14785,303813,1908,"SLIMES TREATMENT TRANSVAAL SYND., LTD.",SLIMES TREATMENT TRANSVAAL SYNDICATE LIMITED,Slimes Treatment Transvaal Syndicate Limited
14786,1148673,1923,"SllTD.irecAtoSrsAF QHualificaZtioInN,.£C10,0 LAE. AE.DAnn,Afi.RN.GD.S., CBhAairRmaYnT;AHon. H0.0A.. .StanLhoTpe .5. Secretary and Oflices H. G. Woodlifi, 36, Victoria Street, S.W. 1.",SLLIMITED SLLAF QHUA LAE DAUA,Sllimited Sllaf Qhua Lae Daua
14787,303566,1908,SlMMER ANb JACK EAST. LIMITED.,SLMMER ANB JACK EAST LIMITED,Slmmer Anb Jack East Limited
14788,415666,1910,"slNAI PETROLEUM SYNDICATE, LIMITED.",SLNAI PETROLEUM SYNDICATE LIMITED,Slnai Petroleum Syndicate Limited
14789,272102,1903,SLOCAN PROSPECTING SYNDICATE. LIMITED.,SLOCAN PROSPECTING SYNDICATE LIMITED,Slocan Prospecting Syndicate Limited
14790,752468,1915,SLOUGH COLLIERY COMPANY. LIMITED.,SLOUGH COLLIERY COMPANY LIMITED,Slough Colliery Company Limited Slough
14791,640127,1913,SLOUGH CREEK. LIMITED.,SLOUGH CREEK LIMITED,Slough Creek Limited
14792,568136,1912,SLOUGHI CREEKr lTmITED.,SLOUGHI CREEKR LTMITED,Sloughi Creekr Ltmited
14793,272105,1903,SLOUGI-I CREEK. LIMITED.,SLOUGI CREEK LIMITED,Slough Creek Limited
14794,927526,1918,"resolved to wind up voluntarily. Liquidator, J. Bg ry, 6, Broad .SLtreet Plac-eLEC. 2.",SLTR ELEC LACE PROPRIETARY MINES,Sltr Elec Lace Proprietary Mines
14795,395367,1910,SLUICING SYNDICATE- LIMITED.,SLUICING SYNDICATE LIMITED,Sluicing Syndicate Limited
14796,415760,1910,"SMALDEEL DEVELOPMEjOLlSYNDICATE, LIMITED",SMALDEEL DEVELOPMEJOLJSYNDICATE LIMITED,Smaldeel Developmejoljsyndicate Limited
14797,113181,1891,"SMEDDLE S GOLD COMPANY, LIMITED.",SMEDDLE GOLD COMPANY LIMITED,Smeddle Gold Company Limited
14798,1075205,1922,SMELTING AND,SMELTING AND REFINING MACHINERY,Smelting And Refining Machinery
14799,47889,1888,"SMELTING COMPANY OF MEXICO, LIMITED.",SMELTING COMPANY MEXICO LIMITED,Smelting Company Mexico Limited
14800,444287,1910,"SMETHURST FURNACE AND ORE TREATMENT SYNDICATE, LIMITED.",SMETHURST FURNACE AND ORE TREATMENT,Smethurst Fusrynndaiccaete Anlimcittoedr Treatment
14801,752475,1915,"SMGKTELESS FUEIL . t grrgfolcATE, LIMITED.",SMGKTELESS FUEIL LCATE LIMITED,Smgkteless Fueil Lcate Limited
14802,1119201,1923,"A J. K. SMIT a ZONEN FOUNDED 1888,",SMIT ZONEN FOUNDED,Smit Zonen Founded
14803,444300,1910,SMITH LORKAIN SYNDICATE. LIMITED .,SMITH LORKAIN SYNDICATE LIMITED,Smith Lorkain Syndicate Limited
14804,568154,1912,"SMITH LORRAIN SYNDICATE, LIMITED.",SMITH LORRAIN SYNDICATE LIMITED,Smith Lorrain Syndicatetximitepi
14805,669384,1914,Also Makers of SMOKE HELMETS For Gob Fires and short distance work in Coilicries.,SMOKE HELMETS OXYGEN REVIVING APPARATUS,Smoke Helmets Oxygen Reviving Apparatus
14806,539154,1912,"SMvfMER EASt DEEP, LIMITED.",SMVFMER EASV DEEP LIMITED,Smvfmer Easv Deep Limited
14807,706601,1914,"SMYRNA ANTIMOVNhY COMPANY, LIMITED.",SMYRNA ANTIMOVNHY COMPANY LIMITED,Smyrna Antimovnhy Company Limited
14808,21873,1887,"SNAEFELL MINING COMPANY, LIMITED.",SNAEFELL MINING COMPANY LIMITED,Snaefell Mining Company Limited
14809,506041,1911,SNAILBEACH LEAD M I N INGTCOM PANI V7 LI M ITEDT,SNAILBEACH LEAD INGTCOM PANI ITEDT,Snailbeach Lead Mining Company Limited
14810,21924,1887,"SNAILBEACH MINE COMPANY, LIMITED.",SNAILBEACH MINE COMPANY LIMITED,Snailbeach Mine Company Limited
14811,360373,1909,SNEDDON CONCESSIONS. LIMITED.,SNEDDON CONCESSIONS LIMITED,Sneddon Concessions Limited
14812,444341,1910,"SNEJNI CONSOLIDATED MINES, LJmTtED.",SNEJNI CONSOLIDATED MINES LJMTTED,Snejni Consolidated Mines Ljmtted
14813,360377,1909,"SNELL DIAMOND .COMPANY, LIMITED.",SNELL DIAMOND COMPANY LIMITED,Snell Diamond Company Limited
14814,568182,1912,"SNELSTON COPPER MINES, LIMITED.",SNELSTON COPPER MINES LIMITED,Snelston Copper Mines Limited
14815,1149844,1923,"SNEYD COLLIER-IE8, LTD. Directors Qualification, 100 ordinary shares £1,000 .",SNEYD COLLIER LIMITED,Sneyd Collieries Limited
14816,506058,1911,"Derbyshire. The authorised capital is £10,000 in 10,000 shares of £1 each. SNEYD COLLIERIES. LIMITED.",SNEYD COLLIERIES LIMITED,Sneyd Collietqles Limited
14817,889137,1917,"sNEYD coLLIERIES, LIMITED. Trustees for Debenture Stockholders.",SNEYD CSLLIERIES LIMITED,Sneyd Csllieries Limited
14818,790886,1916,SNIOI&E III:LNIETS For Gob Fires and short distance work,SNIOI III LNIETS,Snioi Iii Lniets
14819,706673,1914,SNOW DON SLATE QLJAERY QOMPANY. LIMITED.,SNOW DON SLATE QLJAERY QOMPANY,Swanton Slate Quarries Limited
14820,21933,1887,"SNOWDON IVY REEF GOLD MINING CO.,",SNOWDON IVY REEF GOLD MINING,Snowdon Ivy Reef Gold Mining
14821,706677,1914,"SNOWDOW N QOI . LI E 7Y, LlMlTED.",SNOWDOW QOI LLMLTED,Snowdow Qoi Llmlted
14822,1066649,1921,"SNOWDOWN COl LlERY, LTD. J. J. Directors Qualification, £200 . Clark, J.P., Chairman. I H. S. Close, J.P. I Prof. W. Galloway. ; W. 1 . Moon.",SNOWDOWN COL LLERY LIMITED,Snowdown Colliery Limited Taa Rsat
14823,817589,1916,"sNoWDoWN col LIERY, LIMITED.",SNOWDOWN LIERY LIMITED,Snowdown Liery Limited
14824,328365,1908,"SNOWSHOE GOLD AND COPPER MINES, LIMITED. Directors Qualification, 500 shares . Karl of Chesterfield, Chairman. G. S. Waterlow, D.L., J.P., Deputy-Chairman. | C. G. Pym. Solicitors Ifollains, Sous, Coward & Ha vki loy.",SNOWSHOE GOLD AND COPPER MINES,Snowshoe Gold Copper Mines Limited
14825,415763,1910,SNYMAN S DRI FT EXPLORATION. LIMITED.,SNYMAN DRI EXPLORATION LIMITED,Snyman Drift Exploration Limited Societa
14826,640269,1913,SOBRIDO GOLD. LIMITED.,SOBRIDO GOLD LIMITED,Sobrido Gold Limited
14827,20307,1887,SOBS UNITED GOLD,SOBS UNITED GOLD,Sobs United Gold
14828,944788,1918,SOC IETE ANONYME DES BAUXITES DU VAR.,SOC IETE ANONYME DES BAUXITES,Soc Iete Anonyme Des Bauxites
14829,415805,1910,"SOCfETE FRANCAI8E DE PETROLE Secretary and Offices R. H. Youncr, Dashwood House, E.C.",SOCFETE FRANCAIBE PETROLE,Socfete Francaibe Petrole
14830,944796,1918,"SOCI ET E FRANCAISE DE PETROLE, LTD. Directors Qualification, 250 shares .",SOCI FRANCAISE PETROLE LIMITED,Societe Francaise Petrole Limited
14831,889299,1917,"SOCIÃƒÆ Ã â Â TÃƒÆ Ã â Â FRANCAISE DE PETROLE, LIMITED. Directors Qualification, 250 shares .",SOCIÃ Æ Ã Â TÃ,Sociã Æ Ã Â Tã
14832,944810,1918,SOCIE I E FRANQAISE DE PETROLE continuea.,SOCIE FRANQAISE PETROLE,Societe Francaise Petrole Limited
14833,272308,1903,SOCIE TE MINIERE DE LA COLQMBIE BRITANNIQUE.,SOCIE MINIERE COLQMBIE BRITANNIQUE,Socie Miniere Colqmbie Britannique
14834,272225,1903,SOCIEDAD ANONIMA EXPLORADORA DE MINAS,SOCIEDAD ANONIMA EXPLORADORA MINAS ORO,Sociedad Anonima Exploradora Minas Oro
14835,640285,1913,SOCIEDAD DEMINAS,SOCIEDAD DEMINAS FUNDICIONES CARRIZAL DJUI,Sociedad Deminas Fundiciones Carrizal Djui
14836,444431,1910,"SOCIEDAD DE MINAS Y FUNDICIONES DE CARRIZAL. Directors Qualification, 250 shares .",SOCIEDAD MINAS FUNDICIONES CARRIZAL,Sociedad Minas Xfefundlciones Carrizal
14837,1149937,1923,SOCIEITE DES MINES DE MERCURE DE MARGNO,SOCIEITE DES MINES MERCURE MARGNO,Socieite Des Mines Mercure Margno
14838,944834,1918,"preference shares Nos. 546,847 to 771,837 and ordinary shares Nos. 1 to 485,531. SOCIEITEI INDUSTRIELLE DU RADIUM, LTD. Directors Qualification, £100 .",SOCIEITEI INDUSTRIELLE RADIUM LIMITED,Societe Industrielle Radium Limited
14839,272261,1903,SOCIETA ERITREA PER LE MINIERE D ORO.,SOCIETA ERITREA PER MINIERE ORO,Societa Eritrea Per Miniere Oro
14840,568395,1912,SOCIETB DE8 MINES D OSOK,SOCIETB MINES OSOK,Societb Mines Osok
14841,328438,1908,SOCIETE ANONYME DES MINES ET FONDERIES,SOCIETE ANONYME DEB MINES FONDERIES,Societe Anonyme Deb Mines Fonderies
14842,328452,1908,SOCIETE ANONYME DEB MINES ET FONDERIES,SOCIETE ANONYME DEB MINES FONDERIES,Societe Anonyme Des Mines Fonderies
14843,598656,1913,I l SOCIETE DES CHARBQNS DE DJIBOUTI. LTD.,SOCIETE DES CHARBQNS DJIBOUTI LIMITED,Societe Des Charbqns Djibouti Limited
14844,272292,1903,SOCIETE DES MINES D OSOR continned.,SOCIETE DES MINES OSOR,Societe Des Mines Osor Limited
14845,145801,1893,SOCIETE DES USINES DU LAURIUM.,SOCIETE DES USINES LAURIUM,Societe Des Usines Laurium
14846,706828,1914,SOCIETE D EXPLOI I A I ION-eontinued.,SOCIETE EXPLOI ION,Societe Exploration Mexicaine Limited
14847,478243,1911,SOCIETE FHA.NCAI8E DE PETROLS -,SOCIETE FHA NCAIBE PETROLS,Societe Fha Ncaibe Petrols
14848,1024955,1920,SOCIETE FRANCAISE DE F ETROLEI LTD.,SOCIETE FRANCAISE ETROLEI LIMITED,Societe Francaise Petrole Limited
14849,272303,1903,"SOCIETE GENERALE DU NORD DE L ANNAM, LIMITED.",SOCIETE GENERALE NORD ANNAM LIMITED,Societe Generale Nord Annam Limited
14850,706840,1914,"SOCIETE INDUSTRIELLE DU RADIUM, LIMITED.",SOCIETE INDUSTRIELLE RADIUM LIMITED,Societe Industrielle Radium Limited
14851,328475,1908,SOCIETE MINIERE DE L ARIEGE. LIMITED.,SOCIETE MINIERE ARIEGE LIMITED,Societe Miniere Ariege Limited
14852,360428,1909,SOCIETE PES CHARBONS DE DJIBOUTI.,SOCIETE PES CHARBONS DJIBOUTI,Societe Pes Mines Osor Limited
14853,360412,1909,"SOCIETE DE RECHERCHES ET D EXPLOITATIONS MINIEkES GUINEE ET COTE D lVOIRE , LTD.",SOCIETE RECHERCHES EXPLOITATIONS MINIEKES GUINEE,Society Recherches Exploitations Minier Guinee
14854,506173,1911,SOCIETE SEXPLOITATION DE LING-NGAN. Directors.,SOCIETE SEXPLOITATION LING NGAN,Societe Sexploitation Ling Ngan
14855,328414,1908,SOCIETY ANONYME DES MINES ET FONDERIES DE PONTQIBAUD.,SOCIETY ANONYME DES MINES FONDERIES,Societe Anonyme Des Mines Fonderies
14856,328458,1908,SOCIETY D EXPLQITATION JDE LING-NGAN.,SOCIETY EXPLQITATION JDE LING NGAN,Society Explqitation Jde Ling Ngan
14857,415794,1910,SOCIETY DE RECHERCHES ET D EXPLOITATIONS MINIEr ES GUINEE ET COTE D lVQIRE . LTD.,SOCIETY RECHERCHES EXPLOITATIONS MINIER GUINEE,Society Recherches Exploitations Minier Guinee
14858,706857,1914,"SOCORRO GOLD AND SILVER MINE, LIMITED. Directors iqimlinceticn, cscept first, 8250 .",SOCORRO GOLD AND SILVER MINE,Socorro Gold Silver Mine Limited
14859,478486,1911,SODTH AFBICAN GOLD TBTJST,SODTH AFBICAN GOLD TBTJST,Sodth African Gold Tbtjst
14860,516205,1912,"The SODTH WALES DAILY NEWS is pre-eminent as an Advertising Medium, and affords an exceptionally wide and effective publicity throughout",SODTH WALES DAILY NEWS,Sodth Wales Daily News
14861,1067290,1921,"SogTH CROFTY, LTD.",SOGTH CROFTY LIMITED,Sogth Crofty Limited
14862,518342,1912,SOLE MAKER,SOLE MAKER STEPHEN HUMBLE,Sole Makers Camel Hair Belting
14863,498317,1911,SOLE MAKERS,SOLE MAKERS CONRAD KNAP,Sole Makers Conrad Knap
14864,568405,1912,SOLEDAD GOLD MINING COMPANY. LTD.,SOLEDAD GOLD MINING COMPANY LIMITED,Soledad Gold Mining Company Limited
14865,656311,1914,"SOLID, HOLLOW, TWISTED and CRUCIFORM DRILL STEEL.",SOLID HOLLOW TWISTED CRUCIFORM DRILL,Solid Hollow Twisted Cruciform Drill
14866,958594,1919,SOLID STEEL HAMIVIERS.,SOLID STEEL HAMIVIERS CAT BRAND,Solid Steel Hamiviers Cat Brand
14867,882561,1917,SOLIE N1AIs I.R.S :,SOLIE NIAIS RUSTON LINGOLN WAR,Solie Niais Ruston Lingoln War
