loc,lat,lon,country,reg
Kaunra,25.5231,84.5575,India,NA
Gorha,26.2267,86.9349,India,NA
Dhilwan,31.5143,75.3457,India,NA
Pontchateau,47.4369,-2.0878,France,NA
Pallattur,10.1461,78.8031,India,NA
Vilyuysk,63.75,121.6333,Russia,NA
Ujjini,14.91,76.4,India,NA
Karimpur,23.9667,88.6167,India,NA
Roscoe,42.4256,-89.0084,United States,NA
Shahmirpet,17.5947,78.5749,India,NA
Mahalgaon,26.0466,87.5774,India,NA
Grand Gosier,18.1833,-71.9167,Haiti,NA
Narimanov,46.6833,47.85,Russia,NA
Ban Yang Hom,19.9222,100.3056,Thailand,NA
Milicz,51.5333,17.2833,Poland,NA
Khokri Kalan,30.8456,75.3307,India,NA
Greasley,53.02,-1.27,United Kingdom,NA
Sao Ludgero,-28.3258,-49.1767,Brazil,NA
Szydlowiec,51.2333,20.85,Poland,NA
Awash,8.9944,40.1667,Ethiopia,NA
Jandaira,-11.5639,-37.7839,Brazil,NA
Anavatti,14.5645,75.1523,India,NA
Andacollo,-30.2303,-71.0858,Chile,NA
Marreddipalli,17.7989,78.805,India,NA
Avelino Lopes,-10.1369,-43.9489,Brazil,NA
Fotsialanana,-16.9333,49.4833,Madagascar,NA
Burgstadt,50.9167,12.8167,Germany,NA
Mondeville,49.1739,-0.3211,France,NA
Nova Ubirata,-12.9908,-55.255,Brazil,NA
Olbernhau,50.6667,13.3333,Germany,NA
Paraippatti,10.3144,77.8601,India,NA
Hulshout,51.0833,4.7833,Belgium,NA
Truseni,47.0667,28.6833,Moldova,NA
Struer,56.4856,8.5897,Denmark,NA
Sampona,-25.15,46.3167,Madagascar,NA
Lower Saucon,40.5881,-75.3188,United States,NA
Amporoforo,-22.4667,47.8,Madagascar,NA
Dayr `Atiyah,34.0833,36.7667,Syria,NA
Andranomeva,-15.8,47.7667,Madagascar,NA
Baltara,25.5116,86.7232,India,NA
Haspra,44.4361,34.1106,Ukraine,NA
Sturgis,41.7991,-85.4184,United States,NA
Manambolosy,-16.0333,49.6667,Madagascar,NA
Brunete,40.4,-3.9936,Spain,NA
Donzdorf,48.6833,9.8167,Germany,NA
Beius,46.65,22.35,Romania,NA
Cidade Gaucha,-23.38,-52.945,Brazil,NA
Bevata,-23.2833,47.2833,Madagascar,NA
Stropkov,49.205,21.6514,Slovakia,NA
Antakotako,-15.3167,49.8,Madagascar,NA
Chornomorske,45.5019,32.7025,Ukraine,NA
Amayan,26.3205,78.7581,India,NA
Obuse,36.6975,138.3121,Japan,NA
Zumaia,43.2972,-2.2569,Spain,NA
Waihee-Waiehu,20.9188,-156.5063,United States,NA
Mahazony,-21.9833,47.0167,Madagascar,NA
Antsambahara,-14.5333,49.95,Madagascar,NA
Sosnovka,56.25,51.3,Russia,NA
Urdorf,47.3867,8.4278,Switzerland,NA
Puligunta,12.4395,78.3625,India,NA
Tan Son,21.26,106.2681,Vietnam,NA
Dek'emhare,15.0667,39.0333,Eritrea,NA
Kalafotsy,-22.2833,47.3167,Madagascar,NA
Acari,-6.4358,-36.6389,Brazil,NA
Malente,54.1667,10.55,Germany,NA
Lavaur,43.6989,1.8189,France,NA
Travilah,39.057,-77.247,United States,NA
Coshocton,40.2618,-81.848,United States,NA
Acarlar,37.8333,27.7667,Turkey,NA
Ponte Serrada,-26.8719,-52.0158,Brazil,NA
Antsoha,-15.7667,48.85,Madagascar,NA
Marovantaza,-15.3833,47.6667,Madagascar,NA
Rogozno,52.7492,16.9997,Poland,NA
Shalushka,43.5261,43.5594,Russia,NA
Brumunddal,60.8836,10.9449,Norway,NA
Paranatama,-8.9208,-36.6581,Brazil,NA
Ixtacomitan,17.4167,-93.1,Mexico,NA
Schkopau,51.3833,11.9667,Germany,NA
Pasraha,25.3973,86.7034,India,NA
Schleusingen,50.5167,10.75,Germany,NA
Borovsk,55.2,36.5,Russia,NA
Igarape Grande,-4.585,-44.8528,Brazil,NA
Pai Bigha,25.0511,84.9226,India,NA
Methil,56.1844,-3.0223,United Kingdom,NA
Sansa,25.0291,84.4597,India,NA
Sabalito,8.8828,-82.8314,Costa Rica,NA
Hakone,35.1894,139.0247,Japan,NA
Ceu Azul,-25.1469,-53.8489,Brazil,NA
Botupora,-13.3819,-42.5228,Brazil,NA
Jhitkahiya,26.786,84.8858,India,NA
Gernsheim,49.75,8.4833,Germany,NA
Gleisdorf,47.1039,15.7083,Austria,NA
Jhundpura,26.3473,77.501,India,NA
Khaspur,25.6466,84.9936,India,NA
Martinengo,45.5704,9.7674,Italy,NA
Maroamalona,-15.3,48.6667,Madagascar,NA
Zasechnoye,53.1142,45.0601,Russia,NA
Bowral,-34.4792,150.4181,Australia,NA
Waldkirchen,48.7305,13.6011,Germany,NA
Koronowo,53.3167,17.9333,Poland,NA
Al Atarib,36.1389,36.83,Syria,NA
Mossley,53.5147,-2.0387,United Kingdom,NA
Pelissanne,43.6314,5.1506,France,NA
Franklin Lakes,41.0086,-74.2083,United States,NA
Pragadavaram,17.0167,81.0167,India,NA
Lyndon,38.2645,-85.5891,United States,NA
Hulgur,15.0833,75.2833,India,NA
Vellipalaiyam,11.3314,76.9813,India,NA
Marotandrano,-16.1667,48.8333,Madagascar,NA
Taiyur,12.7833,80.1833,India,NA
Manrar,25.8895,85.0643,India,NA
Nowra,-34.8808,150.6075,Australia,NA
Abbigeri,15.5862,75.7502,India,NA
Panaon,8.3667,123.8333,Philippines,NA
The Hills,40.6561,-74.6215,United States,NA
Tripurantakam,16.0007,79.4563,India,NA
Antsahabe,-14.8,48.3833,Madagascar,NA
Marolinta,-25.1,44.6167,Madagascar,NA
Itzer,32.8833,-5.05,Morocco,NA
Zhydachiv,49.3833,24.1333,Ukraine,NA
Wyomissing,40.3317,-75.9703,United States,NA
Maroambihy,-14.4667,49.7667,Madagascar,NA
Volkermarkt,46.6622,14.6344,Austria,NA
Belvadi,15.79,74.75,India,NA
Marinette,45.0871,-87.6336,United States,NA
Tsararano,-16.1667,46.6667,Madagascar,NA
Ruthen,51.4933,8.4833,Germany,NA
Cacaopera,13.7667,-88.0833,El Salvador,NA
Jafra,31.5145,-8.7555,Morocco,NA
Grezzana,45.5167,11.0167,Italy,NA
Bernex,46.1784,6.0684,Switzerland,NA
Ambodimanary,-15.2167,48.0833,Madagascar,NA
Mulungu,-4.3058,-38.9958,Brazil,NA
Antsakanalabe,-15.4167,48.2833,Madagascar,NA
Ugrinovci,44.8783,20.1869,Serbia,NA
Ruisui,23.4333,121.5,Taiwan,NA
Racale,39.9667,18.1,Italy,NA
Warman,52.3219,-106.5842,Canada,NA
Munagapaka,17.639,82.992,India,NA
Xudat,41.6281,48.6828,Azerbaijan,NA
Karabash,55.4833,60.2167,Russia,NA
Draganesti-Olt,44.1697,24.53,Romania,NA
Kiskunmajsa,46.4923,19.7368,Hungary,NA
Soham,52.3338,0.3361,United Kingdom,NA
Celano,42.0864,13.5575,Italy,NA
Lyakhavichy,53.0333,26.2667,Belarus,NA
Ankavandra,-18.7722,45.2931,Madagascar,NA
Punacha,12.9,75.03,India,NA
Adda-Doueni,-12.3,44.5,Comoros,NA
Knowle,52.3881,-1.7318,United Kingdom,NA
Belao,25.1476,85.7377,India,NA
Totowa,40.9039,-74.2214,United States,NA
Voloina,-15.5667,49.6167,Madagascar,NA
Akyaka,40.7444,43.625,Turkey,NA
Kucuk Dalyan,36.2167,36.1667,Turkey,NA
Kotharpettai,12.678,78.6243,India,NA
Bananal,-22.6839,-44.3228,Brazil,NA
Kalanivasal,10.07,78.78,India,NA
Westview,25.8825,-80.2415,United States,NA
Tranomaro,-24.6,46.4667,Madagascar,NA
Altensteig,48.5864,8.6047,Germany,NA
Bithauli,26.0219,86.0793,India,NA
Soaserana,-21.1167,44.2167,Madagascar,NA
Verkhniy Tagil,57.3833,59.95,Russia,NA
Rodeio,-26.9228,-49.3658,Brazil,NA
Sangeorz-Bai,47.37,24.68,Romania,NA
`Utaybah,33.4861,36.6011,Syria,NA
Wiener Neudorf,48.0856,16.3131,Austria,NA
Texcatepec,20.5833,-98.3667,Mexico,NA
Ma'ai,34.5937,102.4814,China,NA
Majhariya,26.8696,84.8771,India,NA
Soyalo,16.9333,-92.9833,Mexico,NA
Hemavati,14.0232,76.995,India,NA
Raceland,29.7282,-90.6362,United States,NA
La Tuque,48.0652,-74.0528,Canada,NA
Vadakadu,10.3418,79.0609,India,NA
Kondakomarla,14.0678,77.9561,India,NA
Terryville,40.9093,-73.0486,United States,NA
Highland City,27.9633,-81.8781,United States,NA
Gueoul,15.4833,-16.35,Senegal,NA
Shagonar,51.55,92.7667,Russia,NA
Chinnamandem,13.9419,78.6814,India,NA
Hosahalli,15.314,76.3151,India,NA
Chenango,42.1954,-75.8989,United States,NA
Khapdeh,26.2706,87.1993,India,NA
Deokali,25.9068,86.1111,India,NA
Canandaigua,42.8608,-77.3182,United States,NA
Goulds,25.5614,-80.388,United States,NA
Nariar,25.8875,86.5632,India,NA
Meaford,44.58,-80.73,Canada,NA
Ed Damour,33.7333,35.45,Lebanon,NA
Wanderlandia,-6.8489,-47.9628,Brazil,NA
Siswar,26.4292,86.4586,India,NA
Gulbaar,40.48,72.65,Kyrgyzstan,NA
Bommarbettu,13.339,74.8784,India,NA
Khan Bebin,37.0372,55.0503,Iran,NA
Diedorf,48.35,10.7667,Germany,NA
Nallippalaiyam,11.2388,78.1495,India,NA
Estanzuela,14.9979,-89.5705,Guatemala,NA
Enumulapalle,14.1446,77.8166,India,NA
Hollviken,55.4167,12.95,Sweden,NA
Sussen,48.6797,9.7575,Germany,NA
Mutukuru,16.3829,79.4664,India,NA
Marck,50.9481,1.9503,France,NA
Wronki,52.7,16.3833,Poland,NA
El Tarra,8.5756,-73.0944,Colombia,NA
Bonthe,7.5264,-12.505,Sierra Leone,NA
Atlit,32.6872,34.9383,Israel,NA
Norvenich,50.8,6.65,Germany,NA
Kattipudi,17.25,82.3333,India,NA
Prachatice,49.013,13.9975,Czechia,NA
Broomall,39.9688,-75.354,United States,NA
Haigerloch,48.3647,8.805,Germany,NA
Kalyanpur,26.4802,84.1789,India,NA
Lomazzo,45.7,9.0333,Italy,NA
Keila,59.3086,24.4225,Estonia,NA
Hagondange,49.2542,6.1681,France,NA
Rokytne,49.6897,30.4751,Ukraine,NA
Phrai Bueng,14.749,104.3574,Thailand,NA
Collegedale,35.0526,-85.0488,United States,NA
Daulatpur,25.3682,87.8983,India,NA
Tarra,8.0475,-73.0836,Colombia,NA
Cachira,7.75,-73.1667,Colombia,NA
Medesano,44.75,10.1333,Italy,NA
Minamiise,34.3521,136.7036,Japan,NA
Gardere,30.3582,-91.1346,United States,NA
Sidi Namane,36.7581,3.9839,Algeria,NA
West Caldwell,40.8488,-74.2971,United States,NA
Dighawani,22.2061,78.8135,India,NA
Bog'ot,41.35,60.8167,Uzbekistan,NA
Yesilli,37.3406,40.8258,Turkey,NA
Aylesford,51.3033,0.4796,United Kingdom,NA
Wooburn,51.581,-0.691,United Kingdom,NA
Matsuda-soryo,35.3482,139.1394,Japan,NA
Punitaqui,-30.9,-71.2667,Chile,NA
Perumpandi,10.9808,79.3839,India,NA
Neuhof,50.4333,9.6167,Germany,NA
Desborough,52.4398,-0.8172,United Kingdom,NA
West Point,41.122,-112.0995,United States,NA
Minamisanriku,38.6806,141.4624,Japan,NA
Quimili,-27.6333,-62.4167,Argentina,NA
Attleborough,52.5183,1.0192,United Kingdom,NA
Sirugudi,10.2627,78.3088,India,NA
Hurzuf,44.5528,34.2875,Ukraine,NA
Neman,55.0333,22.0333,Russia,NA
Tomuk,36.6667,34.3833,Turkey,NA
Canelli,44.7208,8.2928,Italy,NA
Duas Barras,-22.0508,-42.5219,Brazil,NA
Linganore,39.4127,-77.3014,United States,NA
Shahar Telpa,25.133,84.6533,India,NA
Carmo da Mata,-20.5578,-44.8708,Brazil,NA
Erstein,48.4219,7.6611,France,NA
Bischofswerda,51.1275,14.1797,Germany,NA
Inacio Martins,-25.5708,-51.0789,Brazil,NA
Ertvelde,51.1783,3.7447,Belgium,NA
Ketugram,23.6957,88.0414,India,NA
Metsamor,40.1428,44.1164,Armenia,NA
Velappadi,12.6499,79.3151,India,NA
Zwettl,48.6033,15.1689,Austria,NA
Bad Iburg,52.1592,8.0472,Germany,NA
Koppaka,16.7494,81.0311,India,NA
Boizenburg,53.3667,10.7167,Germany,NA
Gerzat,45.8258,3.1447,France,NA
Wijnegem,51.2333,4.5333,Belgium,NA
Garmeh,36.9869,56.2894,Iran,NA
Fox Lake,42.4239,-88.1844,United States,NA
Mandrem,15.6581,73.7131,India,NA
Cerro Cora,-6.0458,-36.3458,Brazil,NA
Rajiana,30.6923,75.0902,India,NA
Patlur,11.6,77.6,India,NA
Bassian,30.6559,75.5389,India,NA
Lagoa do Mato,-6.0469,-43.5258,Brazil,NA
Kandry,54.5667,54.1167,Russia,NA
Kanur,17.0318,75.7022,India,NA
Serido,-6.9339,-36.4019,Brazil,NA
Ramgarha,25.7983,84.9592,India,NA
Guantingzhan,40.2492,115.578,China,NA
Sanjiangkou,24.7579,104.5901,China,NA
Gohi Bishunpur,25.9275,85.8626,India,NA
Mae Wang,18.6567,98.6816,Thailand,NA
Villa Nougues,-26.8578,-65.3756,Argentina,NA
Grand Haven,43.0553,-86.2201,United States,NA
Gangaur,26.5666,85.8821,India,NA
Ilvesheim,49.4725,8.5675,Germany,NA
Massa Lombarda,44.45,11.8167,Italy,NA
Kaufering,48.0833,10.8833,Germany,NA
Resende Costa,-20.9219,-44.2378,Brazil,NA
Karath,25.201,84.3672,India,NA
Feyzin,45.6728,4.8589,France,NA
Cacimbinhas,-9.4,-36.99,Brazil,NA
Bargas,39.94,-4.0194,Spain,NA
Casaluce,41,14.2,Italy,NA
Adohoun,6.6333,1.6667,Benin,NA
Alto Paraguai,-14.5139,-56.4828,Brazil,NA
Montignoso,44.0167,10.1667,Italy,NA
Figuig,32.1167,-1.2269,Morocco,NA
Nanjundapuram,11.0857,76.8726,India,NA
Lincolnton,35.4748,-81.2386,United States,NA
Muscoy,34.1552,-117.3477,United States,NA
Easttown,40.0281,-75.4403,United States,NA
Kowary,50.7917,15.8333,Poland,NA
Pau Brasil,-15.4639,-39.6508,Brazil,NA
Bueno Brandao,-22.4408,-46.3508,Brazil,NA
Panrepatti,25.5537,83.9775,India,NA
Chencha,6.25,37.5667,Ethiopia,NA
Kisujszallas,47.2169,20.7669,Hungary,NA
Bogalusa,30.7812,-89.8633,United States,NA
Cold Springs,39.6927,-119.9775,United States,NA
Chupaca,-12.062,-75.2872,Peru,NA
Gudlavalleru,16.35,81.05,India,NA
Kamen'-Rybolov,44.7667,132.0167,Russia,NA
Nyakosoba,-29.5047,27.8692,Lesotho,NA
Itarana,-19.8739,-40.875,Brazil,NA
Felton,51.51,-2.574,United Kingdom,NA
Bobrovytsia,50.7424,31.386,Ukraine,NA
Narmeta,17.8861,79.1611,India,NA
Malibu,34.037,-118.7839,United States,NA
Bobrynets,48.0578,32.1581,Ukraine,NA
Langenzenn,49.4944,10.7947,Germany,NA
Shevington,53.572,-2.69,United Kingdom,NA
Jaladurgam,15.284,77.9001,India,NA
Eski Yakkabog`,38.9314,66.8389,Uzbekistan,NA
Jordbro,59.15,18.1333,Sweden,NA
Kurdi,16.0511,77.2114,India,NA
Petrovka,42.8389,74.0194,Kyrgyzstan,NA
Hozin,6.5333,2.55,Benin,NA
Bodippatti,10.5642,77.2336,India,NA
Le Cres,43.6472,3.9392,France,NA
Buyukyoncali,41.3833,27.9333,Turkey,NA
Khlung,12.4525,102.2267,Thailand,NA
Yungay,-37.1194,-72.0189,Chile,NA
Paittur,11.5356,78.5749,India,NA
Kivisto,60.3236,24.8453,Finland,NA
Gajiginhalu,15.6969,76.6647,India,NA
Madathapatti,9.1321,77.4245,India,NA
Riedlingen,48.1553,9.4728,Germany,NA
Borgloon,50.8022,5.3433,Belgium,NA
Nova Vodolaha,49.7197,35.8772,Ukraine,NA
Messstetten,48.1806,8.9625,Germany,NA
Ratnahalli,12.1922,76.6653,India,NA
Setubinha,-17.6,-42.1589,Brazil,NA
Hansa,26.0911,87.3089,India,NA
Sagarejo,41.7333,45.3333,Georgia,NA
Suhiya,25.6482,84.3916,India,NA
Mount Sinai,40.9372,-73.0179,United States,NA
Mount Kisco,41.2016,-73.7281,United States,NA
Yacopi,5.4667,-74.3333,Colombia,NA
Tettuppatti,10.3979,77.8225,India,NA
Kulrian,29.7994,75.6827,India,NA
Ramacca,37.3833,14.7,Italy,NA
Kenzingen,48.1917,7.7683,Germany,NA
Davos,46.8,9.8333,Switzerland,NA
Dourdan,48.5289,2.0108,France,NA
Bhawanandpur,25.54,86.103,India,NA
Nivala,63.925,24.975,Finland,NA
Bofete,-23.1022,-48.2578,Brazil,NA
Tecoh,20.7419,-89.4744,Mexico,NA
Asagi Ayibli,40.9368,45.8258,Azerbaijan,NA
Janpur,25.2958,84.8789,India,NA
Itapebi,-15.9508,-39.5339,Brazil,NA
Vikrutamala,13.6206,79.5642,India,NA
Mesyagutovo,55.5322,58.255,Russia,NA
Humlebaek,55.9611,12.525,Denmark,NA
Ambohidanerana,-19.1833,46.7667,Madagascar,NA
Kotur,17.1447,78.2886,India,NA
Ramareddi,18.411,78.3674,India,NA
Estiva,-22.4628,-46.0169,Brazil,NA
Pithaura,26.262,87.0983,India,NA
Tekkattur,10.2997,78.7884,India,NA
Kuchesfahan,37.2783,49.7728,Iran,NA
Yazoo City,32.8619,-90.4075,United States,NA
Haysville,37.5648,-97.3527,United States,NA
Vashon,47.4122,-122.4726,United States,NA
Stenungsund,58.0833,11.8167,Sweden,NA
Le Locle,47.0532,6.7482,Switzerland,NA
Scartho,53.5399,-0.0926,United Kingdom,NA
Katra,32.9917,74.9319,India,NA
Mogotes,6.4833,-72.9667,Colombia,NA
Alto Rio Doce,-21.0258,-43.4108,Brazil,NA
Arapgir,39.0333,38.4833,Turkey,NA
Serekali,9.9186,3.0434,Benin,NA
Komarolu,15.2667,79,India,NA
Valaparla,15.9167,80.05,India,NA
Lollar,50.6497,8.7044,Germany,NA
Amioun,34.3,35.8,Lebanon,NA
Hariana,31.6351,75.8389,India,NA
St. Clements,50.2689,-96.6742,Canada,NA
Tokkavadi,11.3702,77.8412,India,NA
Khorol,44.4289,132.0742,Russia,NA
Novgorodskoye,48.3328,37.8369,Ukraine,NA
Taimali,22.6167,121,Taiwan,NA
Blackhawk,37.8159,-121.9071,United States,NA
Villiersdorp,-33.9833,19.2833,South Africa,NA
Yedrami,16.8667,76.5333,India,NA
Hambuhren,52.6333,9.9833,Germany,NA
Saint-Amable,45.65,-73.3,Canada,NA
Weyburn,49.6611,-103.8525,Canada,NA
Lauterach,47.4772,9.7314,Austria,NA
Sorbhog,26.5,90.87,India,NA
Triangle,38.5483,-77.3195,United States,NA
Sam Ko,14.6013,100.2602,Thailand,NA
Karayilan,36.7167,36.2333,Turkey,NA
Krzeszowice,50.1333,19.6333,Poland,NA
Parauna,-16.9478,-50.4489,Brazil,NA
Tacima,-6.4878,-35.6369,Brazil,NA
Ripoll,42.2011,2.1903,Spain,NA
Ghattu,13.6602,78.3331,India,NA
Doi Saket,18.8667,99.1333,Thailand,NA
Gairtganj,23.4102,78.2208,India,NA
Worsley,53.5093,-2.3845,United Kingdom,NA
Guaitarilla,1.1333,-77.5564,Colombia,NA
Afonso Bezerra,-5.4978,-36.5058,Brazil,NA
Swanage,50.608,-1.96,United Kingdom,NA
Garhi,24.7904,86.0768,India,NA
Kara-Tash,40.2167,72.6306,Kyrgyzstan,NA
Manville,40.542,-74.5892,United States,NA
Kharika,25.7173,85.1256,India,NA
Grigiskes,54.6667,25.1,Lithuania,NA
Scherpenzeel,52.0833,5.4667,Netherlands,NA
Sarmiento,-45.6,-69.0833,Argentina,NA
Shampur,23.4032,77.3465,India,NA
Pocono,41.0612,-75.3102,United States,NA
Kakhandiki,16.601,75.6405,India,NA
Cantillana,37.6,-5.8167,Spain,NA
Key Largo,25.1224,-80.412,United States,NA
Tosagua,-0.78,-80.26,Ecuador,NA
Raeren,50.6833,6.1167,Belgium,NA
Ngorongoro,-3.2496,35.52,Tanzania,NA
Burkburnett,34.0746,-98.5672,United States,NA
Vembur,10.5893,78.0709,India,NA
Dasai,22.72,75.1321,India,NA
Aravelli,18.719,79.0262,India,NA
Amatura,-3.3639,-68.1978,Brazil,NA
Manevychi,51.2925,25.5503,Ukraine,NA
Nijoni,39.9667,68.9167,Tajikistan,NA
Sharg`un,38.46,67.9669,Uzbekistan,NA
Icononzo,4.1833,-74.5333,Colombia,NA
Kadanganeri,8.92,77.55,India,NA
Orsta,62.2003,6.1322,Norway,NA
Chuhr Chak,30.7775,75.3628,India,NA
Pencoed,51.5228,-3.5047,United Kingdom,NA
Devi Hosur,14.7858,75.3335,India,NA
Borshchiv,48.8024,26.04,Ukraine,NA
Celldomolk,47.2557,17.1491,Hungary,NA
Capena,42.1403,12.5403,Italy,NA
Kanhai,25.9761,86.2898,India,NA
South Union,39.8705,-79.7222,United States,NA
St. Albans,38.3769,-81.8198,United States,NA
Hrebinka,50.118,32.4396,Ukraine,NA
Kitee,62.1,30.1333,Finland,NA
Bestwig,51.3667,8.4,Germany,NA
Kursenai,55.9833,22.9167,Lithuania,NA
Agouna,7.5667,1.7,Benin,NA
Yampil,48.245,28.2778,Ukraine,NA
Pattiswaram,10.9253,79.3424,India,NA
Gaohucun,28.3368,120.2167,China,NA
Pirauba,-21.2758,-43.0258,Brazil,NA
Baryshivka,50.3703,31.3286,Ukraine,NA
Uchti,25.9197,86.2544,India,NA
Lacarak,45,19.5667,Serbia,NA
South Dundas,44.9167,-75.2667,Canada,NA
Sanson,9.2833,2.4333,Benin,NA
Yeghvard,40.3217,44.4814,Armenia,NA
Chapeltique,13.6333,-88.2667,El Salvador,NA
Nova Floresta,-6.455,-36.2028,Brazil,NA
Xiaozui,35.6912,108.0779,China,NA
Rincao,-21.5869,-48.0708,Brazil,NA
Fiuggi,41.8,13.2167,Italy,NA
Pipra,26.346,87.2916,India,NA
Volda,62.1468,6.068,Norway,NA
Kaimuh,33.7197,75.0811,India,NA
Munhall,40.3935,-79.9005,United States,NA
Diavata,40.6883,22.8583,Greece,NA
Leognan,44.7286,-0.6008,France,NA
Itapitanga,-14.4228,-39.565,Brazil,NA
Oppatavadi,12.569,78.3992,India,NA
Hombal,15.5164,75.5556,India,NA
Mallan,30.4015,74.7365,India,NA
Tivim,15.6,73.8,India,NA
Dibraghani,25.8261,87.0664,India,NA
Ousseltia,35.84,9.58,Tunisia,NA
East Cocalico,40.2242,-76.1057,United States,NA
Khrystynivka,48.8333,29.9667,Ukraine,NA
Sonoma,38.2902,-122.4598,United States,NA
Euxton,53.662,-2.674,United Kingdom,NA
Asalem,37.7306,48.9536,Iran,NA
Braunsbedra,51.2833,11.9,Germany,NA
Isnapuram,17.5443,78.3486,India,NA
Paikpara,24.3149,87.8503,India,NA
Wang Sombun,13.3515,102.1833,Thailand,NA
Randazzo,37.8833,14.95,Italy,NA
Nurmo,62.8278,22.9083,Finland,NA
Chandera,25.0829,78.9784,India,NA
Tamiang Layang,-2.116,115.1691,Indonesia,NA
Ogano,36.0171,139.0086,Japan,NA
Dasaut,25.8997,86.0964,India,NA
Abram,53.508,-2.588,United Kingdom,NA
Turmanin,36.2333,36.8167,Syria,NA
Kurman,45.4978,34.295,Ukraine,NA
Simarbani,26.1953,87.1769,India,NA
Tokol,47.3203,18.9671,Hungary,NA
Imi Mokorn,30.1675,-9.2322,Morocco,NA
Jhonkar,23.2361,76.1814,India,NA
Mangrawan,25.0929,84.3912,India,NA
Kamepalle,16.5191,79.835,India,NA
Huetor-Tajar,37.1947,-4.0464,Spain,NA
Ararenda,-4.7528,-40.8328,Brazil,NA
Soquel,36.9978,-121.9483,United States,NA
Foum Jam'a,31.96,-6.98,Morocco,NA
Juripiranga,-7.3728,-35.2378,Brazil,NA
Lehman,41.1518,-74.9924,United States,NA
Shannon,52.7137,-8.8686,Ireland,NA
Antenetibe,-18.7833,47.4167,Madagascar,NA
Wittelsheim,47.8053,7.2375,France,NA
Tiszafoldvar,46.9739,20.2539,Hungary,NA
Narkatpalli,17.203,79.195,India,NA
Hochdorf,47.1664,8.2889,Switzerland,NA
Gounarou,10.8667,2.85,Benin,NA
Sangi,26.3237,86.4481,India,NA
Kolno,53.4106,21.9339,Poland,NA
Douar Bouchfaa,34.1014,-4.2939,Morocco,NA
Tarabha,20.7325,83.6744,India,NA
Poiana Mare,43.9333,23.0833,Romania,NA
Tiszafured,47.6167,20.7667,Hungary,NA
Aliabad,41.4783,46.6175,Azerbaijan,NA
Guaraci,-20.4986,-48.9447,Brazil,NA
La Trinite,43.7408,7.3142,France,NA
Ban Ko,13.6486,100.0063,Thailand,NA
Raitar,25.0577,85.5366,India,NA
Van Wert,40.8651,-84.5879,United States,NA
Baretha,25.5258,87.4485,India,NA
Zuchwil,47.2056,7.5597,Switzerland,NA
Gharyala,31.2294,74.7352,India,NA
Totolapan,18.9869,-98.9197,Mexico,NA
Castleton,53.5907,-2.1737,United Kingdom,NA
Torpa,22.9361,85.0889,India,NA
Makhar,25.7693,86.6025,India,NA
Nkokonjeru,0.2394,32.9231,Uganda,NA
Morro Bay,35.3682,-120.8482,United States,NA
Joutseno,61.123,28.5015,Finland,NA
Antanandehibe,-19.6833,48.3333,Madagascar,NA
Basht,30.3611,51.1572,Iran,NA
Pompton Plains,40.9679,-74.3075,United States,NA
Mery-sur-Oise,49.0636,2.1864,France,NA
Itatuba,-7.375,-35.6278,Brazil,NA
Demmin,53.905,13.0439,Germany,NA
Babhantoli,26.2168,88.3249,India,NA
Nowa Deba,50.4333,21.7667,Poland,NA
Harpur Bhindi,25.7746,85.6563,India,NA
Jaguari,-29.4969,-54.69,Brazil,NA
Swan Hill,-35.3333,143.55,Australia,NA
Borim,15.3604,74.0004,India,NA
Honwad,16.81,75.42,India,NA
Bleicherode,51.4167,10.5667,Germany,NA
Choachi,4.5297,-73.9236,Colombia,NA
Placerville,38.7308,-120.7979,United States,NA
Alcoa,35.8076,-83.9753,United States,NA
Nahargarh,24.1692,75.2342,India,NA
Yesilkoy,36.8667,36.2,Turkey,NA
Kings Mountain,35.2349,-81.3501,United States,NA
Vigonovo,45.3852,12.0074,Italy,NA
Takon,6.65,2.6167,Benin,NA
Qaminis,31.6572,20.0144,Libya,NA
Tanant,31.8667,-6.95,Morocco,NA
Parmanpur,26.1457,87.3122,India,NA
Pasupatikovil,10.8893,79.1795,India,NA
Joaquim Tavora,-23.4989,-49.905,Brazil,NA
Urlati,44.9911,26.2306,Romania,NA
Atchison,39.5625,-95.1367,United States,NA
Otsuchi,39.3582,141.89940000000001,Japan,NA
Balderton,53.0549,-0.7727,United Kingdom,NA
Gateway,26.5793,-81.7446,United States,NA
La Farlede,43.1678,6.0431,France,NA
Galena Park,29.7452,-95.2333,United States,NA
Birkenfeld,48.8697,8.6361,Germany,NA
Ras el Metn,33.85,35.6667,Lebanon,NA
Al Musayfirah,32.6322,36.3386,Syria,NA
Kauniainen,60.2167,24.7333,Finland,NA
Kamthi,14.5,79.4167,India,NA
Alto Parnaiba,-9.1108,-45.93,Brazil,NA
Guthrie,35.8424,-97.4366,United States,NA
Belsara,26.0152,87.2023,India,NA
Kelilalina,-21.2833,47.55,Madagascar,NA
Bhargaon,26.075,87.1483,India,NA
Lerici,44.0764,9.9111,Italy,NA
Felsberg,51.1333,9.4167,Germany,NA
Kuhbanan,31.4103,56.2825,Iran,NA
Tisma,12.0831,-86.0167,Nicaragua,NA
Curimata,-10.0358,-44.3058,Brazil,NA
Arcola,44.1167,9.9,Italy,NA
Kopparam,16.0841,79.9874,India,NA
Coite do Noia,-9.6319,-36.5789,Brazil,NA
